T_index,C_index,Project Name,Year,Q,YYYYQQ,Avg_PSF,Vol,DPSF,DPSF_percent,Age_Q,Balas,Covid,MRT,Schools,PPI,DPPI,DPPI_percent,Test_Train
344,39,LAGOON VIEW,2006,1,2006Q1,341.6,5,51.27,0.176578645,122,0.857,0,0,0,85.7,1.3,0.015402844,Train
345,40,LAGOON VIEW,2006,2,2006Q2,290,1,-51.6,-0.151053864,123,0.8555,0,0,0,87.2,1.5,0.017502917,Train
346,41,LAGOON VIEW,2006,3,2006Q3,365.4,5,75.4,0.26,124,0.854,0,0,0,90,2.8,0.032110092,Train
347,42,LAGOON VIEW,2006,4,2006Q4,402.8,5,37.4,0.102353585,125,0.8518,0,0,0,93.8,3.8,0.042222222,Train
348,43,LAGOON VIEW,2007,1,2007Q1,468,1,65.2,0.161866931,126,0.8495,0,0,0,98.8,5,0.053304904,Train
349,44,LAGOON VIEW,2007,2,2007Q2,566.58,12,98.58,0.210648148,127,0.8473,0,0,0,107.1,8.3,0.084008097,Train
350,45,LAGOON VIEW,2007,3,2007Q3,721,10,154.42,0.272540079,128,0.845,0,0,0,116,8.9,0.083099907,Train
351,46,LAGOON VIEW,2007,4,2007Q4,638,1,-83,-0.115117892,129,0.8443,0,0,0,124.4,8.4,0.072413793,Train
352,47,LAGOON VIEW,2008,1,2008Q1,658,3,20,0.031347962,130,0.8435,0,0,0,129,4.6,0.036977492,Train
353,48,LAGOON VIEW,2008,2,2008Q2,634.8,5,-23.2,-0.035258359,131,0.8428,0,0,0,129,0,0,Train
354,49,LAGOON VIEW,2008,3,2008Q3,575,2,-59.8,-0.094202899,132,0.842,0,0,0,125.8,-3.2,-0.024806202,Train
355,50,LAGOON VIEW,2009,1,2009Q1,455,1,-120,-0.208695652,134,0.839,0,0,0,100,-17.8,-0.151103565,Train
356,51,LAGOON VIEW,2009,2,2009Q2,519,2,64,0.140659341,135,0.8375,0,0,0,95.3,-4.7,-0.047,Train
357,52,LAGOON VIEW,2009,3,2009Q3,511,3,-8,-0.015414258,136,0.836,0,0,0,110.5,15.2,0.159496327,Train
358,53,LAGOON VIEW,2009,4,2009Q4,668,1,157,0.307240705,137,0.8345,0,0,0,118.4,7.9,0.071493213,Train
359,54,LAGOON VIEW,2010,1,2010Q1,625,1,-43,-0.064371257,138,0.833,0,0,0,124.3,5.9,0.049831081,Train
360,55,LAGOON VIEW,2010,2,2010Q2,601,2,-24,-0.0384,139,0.8315,0,0,0,130.5,6.2,0.049879324,Train
361,56,LAGOON VIEW,2010,3,2010Q3,838,1,237,0.394342762,140,0.83,0,0,0,132.6,2.1,0.016091954,Train
362,57,LAGOON VIEW,2010,4,2010Q4,753,3,-85,-0.101431981,141,0.8285,0,0,0,135,2.4,0.018099548,Train
363,58,LAGOON VIEW,2011,1,2011Q1,856.14,7,103.14,0.136975906,142,0.827,0,0,0,137.3,2.3,0.017037037,Train
364,59,LAGOON VIEW,2011,2,2011Q2,908.6,5,52.46,0.061271483,143,0.8255,0,0,0,139.2,1.9,0.01383831,Train
365,60,LAGOON VIEW,2011,3,2011Q3,923,1,14.4,0.015848558,144,0.824,0,0,0,140.8,1.6,0.011494253,Train
366,61,LAGOON VIEW,2011,4,2011Q4,941,1,18,0.019501625,145,0.8225,0,0,0,141.2,0.4,0.002840909,Train
367,62,LAGOON VIEW,2012,3,2012Q3,883,3,-58,-0.061636557,148,0.818,0,0,0,142.3,0.7,0.004943503,Train
368,63,LAGOON VIEW,2012,4,2012Q4,850,1,-33,-0.037372593,149,0.8165,0,0,0,144.8,2.5,0.017568517,Train
369,64,LAGOON VIEW,2013,1,2013Q1,839.25,4,-10.75,-0.012647059,150,0.815,0,0,0,145.9,1.1,0.007596685,Train
370,65,LAGOON VIEW,2013,2,2013Q2,812.86,7,-26.39,-0.031448147,151,0.8135,0,0,0,148,2.1,0.01439342,Train
371,66,LAGOON VIEW,2013,3,2013Q3,811,3,-1.86,-0.00228471,152,0.812,0,0,0,148.9,0.9,0.006081081,Train
372,67,LAGOON VIEW,2013,4,2013Q4,911,1,100,0.123304562,153,0.8105,0,0,0,147.6,-1.3,-0.008730692,Train
373,68,LAGOON VIEW,2014,1,2014Q1,735,1,-176,-0.193194292,154,0.809,0,0,0,145.7,-1.9,-0.012872629,Train
374,69,LAGOON VIEW,2014,2,2014Q2,777,1,42,0.057142857,155,0.8075,0,0,0,144.5,-1.2,-0.008236102,Train
375,70,LAGOON VIEW,2014,3,2014Q3,747,1,-30,-0.038610039,156,0.806,0,0,0,143.9,-0.6,-0.004152249,Train
376,71,LAGOON VIEW,2014,4,2014Q4,741,1,-6,-0.008032129,157,0.8045,0,0,0,142.5,-1.4,-0.009728978,Train
377,72,LAGOON VIEW,2015,2,2015Q2,778,1,37,0.049932524,159,0.8015,0,1,0,139.8,-1.1,-0.007806955,Train
378,73,LAGOON VIEW,2015,3,2015Q3,767,2,-11,-0.014138817,160,0.8,0,1,0,137.7,-2.1,-0.015021459,Train
379,74,LAGOON VIEW,2015,4,2015Q4,717,1,-50,-0.065189048,161,0.7988,0,1,0,137.4,-0.3,-0.002178649,Train
380,75,LAGOON VIEW,2016,1,2016Q1,775,2,58,0.080892608,162,0.7975,0,1,0,136.6,-0.8,-0.005822416,Train
381,76,LAGOON VIEW,2016,2,2016Q2,865,1,90,0.116129032,163,0.7963,0,1,0,136.5,-0.1,-0.000732064,Train
382,77,LAGOON VIEW,2016,3,2016Q3,661,1,-204,-0.23583815,164,0.795,0,1,0,134.9,-1.6,-0.011721612,Train
383,78,LAGOON VIEW,2016,4,2016Q4,716.75,4,55.75,0.084341906,165,0.7938,0,1,0,133.8,-1.1,-0.008154188,Train
384,79,LAGOON VIEW,2017,1,2017Q1,708.33,3,-8.42,-0.011742821,166,0.7925,0,1,0,133.8,0,0,Train
385,80,LAGOON VIEW,2017,2,2017Q2,788,4,79.67,0.112470588,167,0.7913,0,1,0,133.7,-0.1,-0.000747384,Test
386,81,LAGOON VIEW,2017,3,2017Q3,850,1,62,0.078680203,168,0.79,0,1,0,134.5,0.8,0.005983545,Test
387,82,LAGOON VIEW,2017,4,2017Q4,911,1,61,0.071764706,169,0.7888,0,1,0,135.6,1.1,0.008178439,Test
388,83,LAGOON VIEW,2018,1,2018Q1,911,1,0,0,170,0.7875,0,1,0,141.6,6,0.044247788,Test
389,84,LAGOON VIEW,2018,2,2018Q2,1111.5,2,200.5,0.220087816,171,0.7863,0,1,0,146.1,4.5,0.031779661,Test
390,85,LAGOON VIEW,2018,4,2018Q4,894.33,3,-217.17,-0.195381616,173,0.7835,0,1,0,146.8,0.7,0.004791239,Test
391,86,LAGOON VIEW,2019,1,2019Q1,868,3,-26.33,-0.029444652,174,0.782,0,1,0,145.2,-1.6,-0.010899183,Test
392,87,LAGOON VIEW,2019,2,2019Q2,865,1,-3,-0.003456221,175,0.7805,0,1,0,148.1,2.9,0.019972452,Test
393,88,LAGOON VIEW,2019,3,2019Q3,895.5,2,30.5,0.035260116,176,0.779,0,1,0,150,1.9,0.012829169,Test
394,89,LAGOON VIEW,2019,4,2019Q4,899.5,4,4,0.004466778,177,0.7775,0,1,0,149.6,-0.4,-0.002666667,Test
395,90,LAGOON VIEW,2020,1,2020Q1,972,1,72.5,0.080600334,178,0.776,1,1,0,148.1,-1.5,-0.010026738,Test
396,91,LAGOON VIEW,2020,3,2020Q3,791.33,3,-180.67,-0.185871056,180,0.773,1,1,0,148.8,0.1,0.000672495,Test
397,92,LAGOON VIEW,2020,4,2020Q4,972.5,6,181.17,0.2289385,181,0.7715,1,1,0,153.3,4.5,0.030241935,Test
398,93,LAGOON VIEW,2021,1,2021Q1,956.22,9,-16.28,-0.016738075,182,0.77,1,1,0,157.1,3.8,0.024787997,Test
399,94,LAGOON VIEW,2021,2,2021Q2,1028.5,2,72.28,0.0755868,183,0.7685,1,1,0,158.8,1.7,0.010821133,Test
400,95,LAGOON VIEW,2021,3,2021Q3,1066.67,3,38.17,0.037109058,184,0.767,1,1,0,159.9,1.1,0.006926952,Test
401,96,LAGOON VIEW,2021,4,2021Q4,1117.4,5,50.73,0.0475625,185,0.7658,1,1,0,168.4,8.5,0.053158224,Test
402,97,LAGOON VIEW,2022,1,2022Q1,1093,1,-24.4,-0.021836406,186,0.7645,1,1,0,167.9,-0.5,-0.002969121,Test
403,98,LAGOON VIEW,2022,2,2022Q2,1117.33,3,24.33,0.022262885,187,0.7633,1,1,0,173.9,6,0.035735557,Test
404,99,LAGOON VIEW,2022,3,2022Q3,1139.67,3,22.33,0.019988067,188,0.762,1,1,0,181.6,7.7,0.044278321,Test
405,100,LAGOON VIEW,2022,4,2022Q4,1148,2,8.33,0.00731208,189,0.7608,1,1,0,182.1,0.5,0.002753304,Test
406,1,LAGUNA PARK,1995,4,1995Q4,434,1,0,0,83,0.9063,0,0,0,105.5,7.8,0.079836233,Train
407,2,LAGUNA PARK,1996,4,1996Q4,497.17,6,63.17,0.145545315,87,0.9013,0,0,0,118.8,-1.1,-0.009174312,Train
408,3,LAGUNA PARK,1997,1,1997Q1,463,3,-34.17,-0.068722762,88,0.9,0,0,0,111.9,-6.9,-0.058080808,Train
409,4,LAGUNA PARK,1997,2,1997Q2,468,2,5,0.010799136,89,0.8988,0,0,0,110.9,-1,-0.00893655,Train
410,5,LAGUNA PARK,1997,3,1997Q3,442.75,4,-25.25,-0.053952991,90,0.8975,0,0,0,106.2,-4.7,-0.042380523,Train
411,6,LAGUNA PARK,1997,4,1997Q4,468,5,25.25,0.057029927,91,0.8963,0,0,0,102.9,-3.3,-0.031073446,Train
412,7,LAGUNA PARK,1998,1,1998Q1,433,2,-35,-0.074786325,92,0.895,0,0,0,93,-9.9,-0.096209913,Train
413,8,LAGUNA PARK,1998,2,1998Q2,382,4,-51,-0.11778291,93,0.8938,0,0,0,85.4,-7.6,-0.08172043,Train
414,9,LAGUNA PARK,1998,3,1998Q3,324.2,5,-57.8,-0.151308901,94,0.8925,0,0,0,76.8,-8.6,-0.100702576,Train
415,10,LAGUNA PARK,1998,4,1998Q4,294.5,4,-29.7,-0.091610117,95,0.8913,0,0,0,71.2,-5.6,-0.072916667,Train
416,11,LAGUNA PARK,1999,1,1999Q1,308.5,4,14,0.0475382,96,0.89,0,0,0,75.2,4,0.056179775,Train
417,12,LAGUNA PARK,1999,2,1999Q2,366.43,14,57.93,0.187774948,97,0.8888,0,0,0,83.5,8.3,0.11037234,Train
418,13,LAGUNA PARK,1999,3,1999Q3,376.85,13,10.42,0.028430049,98,0.8875,0,0,0,90.4,6.9,0.082634731,Train
419,14,LAGUNA PARK,1999,4,1999Q4,361.17,6,-15.68,-0.041607131,99,0.8863,0,0,0,95.1,4.7,0.05199115,Train
420,15,LAGUNA PARK,2000,1,2000Q1,416.38,8,55.21,0.152861098,100,0.885,0,0,0,98.5,3.4,0.03575184,Train
421,16,LAGUNA PARK,2000,2,2000Q2,423.29,7,6.91,0.016597332,101,0.8838,0,0,0,100.4,1.9,0.01928934,Train
422,17,LAGUNA PARK,2000,3,2000Q3,386.78,9,-36.51,-0.086248922,102,0.8825,0,0,0,97.7,-2.7,-0.02689243,Train
423,18,LAGUNA PARK,2000,4,2000Q4,368,1,-18.78,-0.048549267,103,0.8813,0,0,0,94.2,-3.5,-0.035823951,Train
424,19,LAGUNA PARK,2001,1,2001Q1,388,3,20,0.054347826,104,0.88,0,0,0,90,-4.2,-0.044585987,Train
425,20,LAGUNA PARK,2001,2,2001Q2,354.75,4,-33.25,-0.085695876,105,0.8788,0,0,0,89.8,-0.2,-0.002222222,Train
426,21,LAGUNA PARK,2001,3,2001Q3,381,4,26.25,0.073995772,106,0.8775,0,0,0,87.3,-2.5,-0.027839644,Train
427,22,LAGUNA PARK,2001,4,2001Q4,330,1,-51,-0.133858268,107,0.8763,0,0,0,82.7,-4.6,-0.052691867,Train
428,23,LAGUNA PARK,2002,1,2002Q1,324.5,6,-5.5,-0.016666667,108,0.875,0,0,0,82,-0.7,-0.008464329,Train
429,24,LAGUNA PARK,2002,2,2002Q2,416,1,91.5,0.281972265,109,0.8738,0,0,0,81.4,-0.6,-0.007317073,Train
430,25,LAGUNA PARK,2002,3,2002Q3,349,3,-67,-0.161057692,110,0.8725,0,0,0,81.6,0.2,0.002457002,Train
431,26,LAGUNA PARK,2002,4,2002Q4,337,6,-12,-0.034383954,111,0.8713,0,0,0,81.3,-0.3,-0.003676471,Train
432,27,LAGUNA PARK,2003,1,2003Q1,341,1,4,0.011869436,112,0.87,0,0,0,80.6,-0.7,-0.008610086,Train
433,28,LAGUNA PARK,2003,2,2003Q2,302.5,2,-38.5,-0.112903226,113,0.8688,0,0,0,80.2,-0.4,-0.004962779,Train
434,29,LAGUNA PARK,2003,3,2003Q3,305,3,2.5,0.008264463,114,0.8675,0,0,0,79.9,-0.3,-0.003740648,Train
435,30,LAGUNA PARK,2003,4,2003Q4,324.25,8,19.25,0.063114754,115,0.8663,0,0,0,79.9,0,0,Train
436,31,LAGUNA PARK,2004,1,2004Q1,326.5,2,2.25,0.00693909,116,0.865,0,0,0,79.6,-0.3,-0.003754693,Train
437,32,LAGUNA PARK,2004,2,2004Q2,347,2,20.5,0.062787136,117,0.8638,0,0,0,79.6,0,0,Train
438,33,LAGUNA PARK,2004,3,2004Q3,304.25,4,-42.75,-0.123198847,118,0.8625,0,0,0,79.9,0.3,0.003768844,Train
439,34,LAGUNA PARK,2004,4,2004Q4,239.67,3,-64.58,-0.212270611,119,0.8613,0,0,0,80.8,0.9,0.01126408,Train
440,35,LAGUNA PARK,2005,1,2005Q1,303.5,4,63.83,0.266342142,120,0.86,0,0,0,81.4,0.6,0.007425743,Train
441,36,LAGUNA PARK,2005,2,2005Q2,283.86,7,-19.64,-0.064721111,121,0.8585,0,0,0,81.9,0.5,0.006142506,Train
442,37,LAGUNA PARK,2005,3,2005Q3,298.82,11,14.96,0.052706227,122,0.857,0,0,0,83.1,1.2,0.014652015,Train
443,38,LAGUNA PARK,2005,4,2005Q4,292.25,4,-6.57,-0.021980529,123,0.8555,0,0,0,84.4,1.3,0.015643803,Train
444,39,LAGUNA PARK,2006,1,2006Q1,329.5,2,37.25,0.127459367,124,0.854,0,0,0,85.7,1.3,0.015402844,Train
445,40,LAGUNA PARK,2006,2,2006Q2,372,1,42.5,0.128983308,125,0.8518,0,0,0,87.2,1.5,0.017502917,Train
446,41,LAGUNA PARK,2006,3,2006Q3,370.4,5,-1.6,-0.004301075,126,0.8495,0,0,0,90,2.8,0.032110092,Train
447,42,LAGUNA PARK,2006,4,2006Q4,437.25,4,66.85,0.180480562,127,0.8473,0,0,0,93.8,3.8,0.042222222,Train
448,43,LAGUNA PARK,2007,1,2007Q1,460.44,9,23.19,0.053046185,128,0.845,0,0,0,98.8,5,0.053304904,Train
449,44,LAGUNA PARK,2007,2,2007Q2,632.18,11,171.74,0.372981748,129,0.8443,0,0,0,107.1,8.3,0.084008097,Train
450,45,LAGUNA PARK,2007,3,2007Q3,927.09,11,294.91,0.466494104,130,0.8435,0,0,0,116,8.9,0.083099907,Train
451,46,LAGUNA PARK,2007,4,2007Q4,972,4,44.91,0.048440871,131,0.8428,0,0,0,124.4,8.4,0.072413793,Train
452,47,LAGUNA PARK,2008,2,2008Q2,805,1,-167,-0.1718107,133,0.8405,0,0,0,129,0,0,Train
453,48,LAGUNA PARK,2008,3,2008Q3,743,1,-62,-0.077018634,134,0.839,0,0,0,125.8,-3.2,-0.024806202,Train
454,49,LAGUNA PARK,2008,4,2008Q4,688,1,-55,-0.074024226,135,0.8375,0,0,0,117.8,-8,-0.063593005,Train
455,50,LAGUNA PARK,2009,1,2009Q1,619,1,-69,-0.100290698,136,0.836,0,0,0,100,-17.8,-0.151103565,Train
456,51,LAGUNA PARK,2009,2,2009Q2,648,2,29,0.046849758,137,0.8345,0,0,0,95.3,-4.7,-0.047,Train
457,52,LAGUNA PARK,2009,3,2009Q3,803.6,5,155.6,0.240123457,138,0.833,0,0,0,110.5,15.2,0.159496327,Train
458,53,LAGUNA PARK,2009,4,2009Q4,805,1,1.4,0.00174216,139,0.8315,0,0,0,118.4,7.9,0.071493213,Train
459,54,LAGUNA PARK,2010,1,2010Q1,825,11,20,0.02484472,140,0.83,0,0,0,124.3,5.9,0.049831081,Train
460,55,LAGUNA PARK,2010,2,2010Q2,873.6,5,48.6,0.058909091,141,0.8285,0,0,0,130.5,6.2,0.049879324,Train
461,56,LAGUNA PARK,2010,3,2010Q3,917.78,9,44.18,0.050569801,142,0.827,0,0,0,132.6,2.1,0.016091954,Train
462,57,LAGUNA PARK,2010,4,2010Q4,917.83,6,0.06,6.05327E-05,143,0.8255,0,0,0,135,2.4,0.018099548,Train
463,58,LAGUNA PARK,2011,1,2011Q1,919.5,4,1.67,0.001815871,144,0.824,0,0,0,137.3,2.3,0.017037037,Train
464,59,LAGUNA PARK,2011,4,2011Q4,876,1,-43.5,-0.04730832,147,0.8195,0,0,0,141.2,0.4,0.002840909,Train
465,60,LAGUNA PARK,2012,1,2012Q1,936.75,4,60.75,0.069349315,148,0.818,0,0,0,141,-0.2,-0.001416431,Train
466,61,LAGUNA PARK,2012,2,2012Q2,879.33,12,-57.42,-0.061293479,149,0.8165,0,0,0,141.6,0.6,0.004255319,Train
467,62,LAGUNA PARK,2012,3,2012Q3,928.5,12,49.17,0.055913571,150,0.815,0,0,0,142.3,0.7,0.004943503,Train
468,63,LAGUNA PARK,2012,4,2012Q4,907.62,13,-20.88,-0.022492854,151,0.8135,0,0,0,144.8,2.5,0.017568517,Train
469,64,LAGUNA PARK,2013,1,2013Q1,927,4,19.38,0.021357742,152,0.812,0,0,0,145.9,1.1,0.007596685,Train
470,65,LAGUNA PARK,2013,2,2013Q2,895.5,4,-31.5,-0.033980583,153,0.8105,0,0,0,148,2.1,0.01439342,Train
471,66,LAGUNA PARK,2013,3,2013Q3,969.5,2,74,0.082635399,154,0.809,0,0,0,148.9,0.9,0.006081081,Train
472,67,LAGUNA PARK,2013,4,2013Q4,874,4,-95.5,-0.098504384,155,0.8075,0,0,0,147.6,-1.3,-0.008730692,Train
473,68,LAGUNA PARK,2014,1,2014Q1,972,1,98,0.112128146,156,0.806,0,0,0,145.7,-1.9,-0.012872629,Train
474,69,LAGUNA PARK,2014,2,2014Q2,844.33,3,-127.67,-0.131344307,157,0.8045,0,0,0,144.5,-1.2,-0.008236102,Train
475,70,LAGUNA PARK,2014,3,2014Q3,823.33,3,-21,-0.024871694,158,0.803,0,0,0,143.9,-0.6,-0.004152249,Train
476,71,LAGUNA PARK,2014,4,2014Q4,795.75,4,-27.58,-0.033502024,159,0.8015,0,0,0,142.5,-1.4,-0.009728978,Train
477,72,LAGUNA PARK,2015,1,2015Q1,809,5,13.25,0.016650958,160,0.8,0,1,0,140.9,-1.6,-0.01122807,Train
478,73,LAGUNA PARK,2015,3,2015Q3,879,1,70,0.086526576,162,0.7975,0,1,0,137.7,-2.1,-0.015021459,Train
479,74,LAGUNA PARK,2016,1,2016Q1,864,2,-15,-0.017064846,164,0.795,0,1,0,136.6,-0.8,-0.005822416,Train
480,75,LAGUNA PARK,2016,2,2016Q2,790,3,-74,-0.085648148,165,0.7938,0,1,0,136.5,-0.1,-0.000732064,Train
481,76,LAGUNA PARK,2016,3,2016Q3,809.5,2,19.5,0.024683544,166,0.7925,0,1,0,134.9,-1.6,-0.011721612,Test
482,77,LAGUNA PARK,2016,4,2016Q4,825.67,3,16.17,0.019971176,167,0.7913,0,1,0,133.8,-1.1,-0.008154188,Test
483,78,LAGUNA PARK,2017,1,2017Q1,852.17,6,26.5,0.032095277,168,0.79,0,1,0,133.8,0,0,Test
484,79,LAGUNA PARK,2017,2,2017Q2,854.5,6,2.33,0.002738119,169,0.7888,0,1,0,133.7,-0.1,-0.000747384,Test
485,80,LAGUNA PARK,2017,3,2017Q3,916.67,3,62.17,0.072752097,170,0.7875,0,1,0,134.5,0.8,0.005983545,Test
486,81,LAGUNA PARK,2018,2,2018Q2,1036,1,119.33,0.130181818,173,0.7835,0,1,0,146.1,4.5,0.031779661,Test
487,82,LAGUNA PARK,2018,4,2018Q4,979,1,-57,-0.055019305,175,0.7805,0,1,0,146.8,0.7,0.004791239,Test
488,83,LAGUNA PARK,2019,1,2019Q1,917,1,-62,-0.063329928,176,0.779,0,1,0,145.2,-1.6,-0.010899183,Test
489,84,LAGUNA PARK,2019,2,2019Q2,985.5,6,68.5,0.074700109,177,0.7775,0,1,0,148.1,2.9,0.019972452,Test
490,85,LAGUNA PARK,2019,3,2019Q3,931.5,6,-54,-0.054794521,178,0.776,0,1,0,150,1.9,0.012829169,Test
491,86,LAGUNA PARK,2019,4,2019Q4,1037.5,2,106,0.113794954,179,0.7745,0,1,0,149.6,-0.4,-0.002666667,Test
492,87,LAGUNA PARK,2020,1,2020Q1,950,1,-87.5,-0.084337349,180,0.773,1,1,0,148.1,-1.5,-0.010026738,Test
493,88,LAGUNA PARK,2020,3,2020Q3,942.33,6,-7.67,-0.008070175,182,0.77,1,1,0,148.8,0.1,0.000672495,Test
494,89,LAGUNA PARK,2020,4,2020Q4,985,5,42.67,0.04527768,183,0.7685,1,1,0,153.3,4.5,0.030241935,Test
495,90,LAGUNA PARK,2021,1,2021Q1,1045.33,3,60.33,0.061252115,184,0.767,1,1,0,157.1,3.8,0.024787997,Test
496,91,LAGUNA PARK,2021,4,2021Q4,1071,1,25.67,0.024553571,187,0.7633,1,1,0,168.4,8.5,0.053158224,Test
497,92,LAGUNA PARK,2022,1,2022Q1,1136,2,65,0.060690943,188,0.762,1,1,0,167.9,-0.5,-0.002969121,Test
498,93,LAGUNA PARK,2022,2,2022Q2,1088,2,-48,-0.042253521,189,0.7608,1,1,0,173.9,6,0.035735557,Test
499,94,LAGUNA PARK,2022,3,2022Q3,1221,5,133,0.122242647,190,0.7595,1,1,0,181.6,7.7,0.044278321,Test
500,95,LAGUNA PARK,2022,4,2022Q4,1082.67,3,-138.33,-0.113295113,191,0.7583,1,1,0,182.1,0.5,0.002753304,Test
501,1,LEGENDA AT JOO CHIAT,2005,3,2005Q3,461.5,2,0,0,25,0.9535,0,0,0,83.1,1.2,0.014652015,Train
502,2,LEGENDA AT JOO CHIAT,2006,1,2006Q1,421.25,4,-40.25,-0.087215601,27,0.9525,0,0,0,85.7,1.3,0.015402844,Train
503,3,LEGENDA AT JOO CHIAT,2006,2,2006Q2,352,1,-69.25,-0.164391691,28,0.952,0,0,0,87.2,1.5,0.017502917,Train
504,4,LEGENDA AT JOO CHIAT,2006,3,2006Q3,344,1,-8,-0.022727273,29,0.9515,0,0,0,90,2.8,0.032110092,Train
505,5,LEGENDA AT JOO CHIAT,2006,4,2006Q4,503,1,159,0.462209302,30,0.951,0,0,0,93.8,3.8,0.042222222,Train
506,6,LEGENDA AT JOO CHIAT,2007,1,2007Q1,486.25,4,-16.75,-0.033300199,31,0.9505,0,0,0,98.8,5,0.053304904,Train
507,7,LEGENDA AT JOO CHIAT,2007,2,2007Q2,490.6,10,4.35,0.008946015,32,0.95,0,0,0,107.1,8.3,0.084008097,Train
508,8,LEGENDA AT JOO CHIAT,2007,3,2007Q3,558,8,67.4,0.137382797,33,0.9495,0,0,0,116,8.9,0.083099907,Train
509,9,LEGENDA AT JOO CHIAT,2007,4,2007Q4,618.17,6,60.17,0.107825568,34,0.949,0,0,0,124.4,8.4,0.072413793,Train
510,10,LEGENDA AT JOO CHIAT,2008,1,2008Q1,531.67,3,-86.5,-0.1399299,35,0.9485,0,0,0,129,4.6,0.036977492,Train
511,11,LEGENDA AT JOO CHIAT,2008,2,2008Q2,590,1,58.33,0.109717868,36,0.948,0,0,0,129,0,0,Train
512,12,LEGENDA AT JOO CHIAT,2008,3,2008Q3,606.67,3,16.67,0.028248588,37,0.9475,0,0,0,125.8,-3.2,-0.024806202,Train
513,13,LEGENDA AT JOO CHIAT,2009,1,2009Q1,509.67,3,-97,-0.15989011,39,0.9465,0,0,0,100,-17.8,-0.151103565,Train
514,14,LEGENDA AT JOO CHIAT,2009,2,2009Q2,424,1,-85.67,-0.168083715,40,0.946,0,0,0,95.3,-4.7,-0.047,Train
515,15,LEGENDA AT JOO CHIAT,2009,3,2009Q3,593.5,6,169.5,0.399764151,41,0.9453,0,0,0,110.5,15.2,0.159496327,Train
516,16,LEGENDA AT JOO CHIAT,2009,4,2009Q4,610.5,4,17,0.028643639,42,0.9445,0,0,0,118.4,7.9,0.071493213,Train
517,17,LEGENDA AT JOO CHIAT,2010,1,2010Q1,642,5,31.5,0.051597052,43,0.9438,0,0,0,124.3,5.9,0.049831081,Train
518,18,LEGENDA AT JOO CHIAT,2010,2,2010Q2,803,1,161,0.250778816,44,0.943,0,0,0,130.5,6.2,0.049879324,Train
519,19,LEGENDA AT JOO CHIAT,2010,3,2010Q3,657.25,4,-145.75,-0.181506849,45,0.9423,0,0,0,132.6,2.1,0.016091954,Train
520,20,LEGENDA AT JOO CHIAT,2010,4,2010Q4,665.67,3,8.42,0.012805883,46,0.9415,0,0,0,135,2.4,0.018099548,Train
521,21,LEGENDA AT JOO CHIAT,2011,1,2011Q1,600,1,-65.67,-0.098647972,47,0.9408,0,0,0,137.3,2.3,0.017037037,Train
522,22,LEGENDA AT JOO CHIAT,2011,2,2011Q2,797,2,197,0.328333333,48,0.94,0,0,0,139.2,1.9,0.01383831,Train
523,23,LEGENDA AT JOO CHIAT,2011,3,2011Q3,759,2,-38,-0.047678795,49,0.939,0,0,0,140.8,1.6,0.011494253,Train
524,24,LEGENDA AT JOO CHIAT,2011,4,2011Q4,792.33,3,33.33,0.043917435,50,0.938,0,0,0,141.2,0.4,0.002840909,Train
525,25,LEGENDA AT JOO CHIAT,2012,1,2012Q1,797,2,4.67,0.005889777,51,0.937,0,0,0,141,-0.2,-0.001416431,Train
526,26,LEGENDA AT JOO CHIAT,2012,2,2012Q2,846,2,49,0.061480552,52,0.936,0,0,0,141.6,0.6,0.004255319,Train
527,27,LEGENDA AT JOO CHIAT,2012,3,2012Q3,719,1,-127,-0.150118203,53,0.9353,0,0,0,142.3,0.7,0.004943503,Train
528,28,LEGENDA AT JOO CHIAT,2012,4,2012Q4,849.5,2,130.5,0.181502086,54,0.9345,0,0,0,144.8,2.5,0.017568517,Train
529,29,LEGENDA AT JOO CHIAT,2014,1,2014Q1,977,1,127.5,0.150088287,59,0.93,0,0,0,145.7,-1.9,-0.012872629,Train
530,30,LEGENDA AT JOO CHIAT,2014,3,2014Q3,919,2,-58,-0.059365404,61,0.9283,0,0,0,143.9,-0.6,-0.004152249,Train
531,31,LEGENDA AT JOO CHIAT,2014,4,2014Q4,874.5,2,-44.5,-0.048422198,62,0.9275,0,0,0,142.5,-1.4,-0.009728978,Train
532,32,LEGENDA AT JOO CHIAT,2015,1,2015Q1,863,1,-11.5,-0.013150372,63,0.9268,0,0,0,140.9,-1.6,-0.01122807,Train
533,33,LEGENDA AT JOO CHIAT,2015,2,2015Q2,997,1,134,0.155272306,64,0.926,0,0,0,139.8,-1.1,-0.007806955,Train
534,34,LEGENDA AT JOO CHIAT,2015,4,2015Q4,810,1,-187,-0.187562688,66,0.924,0,0,0,137.4,-0.3,-0.002178649,Train
535,35,LEGENDA AT JOO CHIAT,2016,1,2016Q1,813,1,3,0.003703704,67,0.923,0,0,0,136.6,-0.8,-0.005822416,Train
536,36,LEGENDA AT JOO CHIAT,2016,2,2016Q2,815,1,2,0.002460025,68,0.922,0,0,0,136.5,-0.1,-0.000732064,Train
537,37,LEGENDA AT JOO CHIAT,2016,3,2016Q3,919,1,104,0.127607362,69,0.921,0,0,0,134.9,-1.6,-0.011721612,Train
538,38,LEGENDA AT JOO CHIAT,2017,2,2017Q2,831.5,2,-87.5,-0.095212187,72,0.918,0,0,0,133.7,-0.1,-0.000747384,Train
