T_index,C_index,Project Name,Year,Q,YYYYQQ,Avg_PSF,Vol,DPSF,DPSF_percent,Age_Q,Balas,Covid,MRT,Schools,PPI,DPPI,DPPI_percent,Test_Train
539,39,LEGENDA AT JOO CHIAT,2017,3,2017Q3,808,1,-23.5,-0.028262177,73,0.917,0,0,0,134.5,0.8,0.005983545,Train
540,40,LEGENDA AT JOO CHIAT,2017,4,2017Q4,838,2,30,0.037128713,74,0.916,0,0,0,135.6,1.1,0.008178439,Train
541,41,LEGENDA AT JOO CHIAT,2018,1,2018Q1,861,1,23,0.027446301,75,0.915,0,0,0,141.6,6,0.044247788,Train
542,42,LEGENDA AT JOO CHIAT,2018,2,2018Q2,1008.5,2,147.5,0.171312427,76,0.914,0,0,0,146.1,4.5,0.031779661,Train
543,43,LEGENDA AT JOO CHIAT,2018,3,2018Q3,890,3,-118.5,-0.117501239,77,0.913,0,0,0,146.1,0,0,Train
544,44,LEGENDA AT JOO CHIAT,2019,1,2019Q1,974,2,84,0.094382022,79,0.911,0,0,0,145.2,-1.6,-0.010899183,Train
545,45,LEGENDA AT JOO CHIAT,2019,2,2019Q2,713,1,-261,-0.267967146,80,0.91,0,0,0,148.1,2.9,0.019972452,Test
546,46,LEGENDA AT JOO CHIAT,2019,4,2019Q4,1034,1,321,0.450210379,82,0.9075,0,0,0,149.6,-0.4,-0.002666667,Test
547,47,LEGENDA AT JOO CHIAT,2020,1,2020Q1,1055,1,21,0.020309478,83,0.9063,1,0,0,148.1,-1.5,-0.010026738,Test
548,48,LEGENDA AT JOO CHIAT,2020,3,2020Q3,786,1,-269,-0.254976303,85,0.9038,1,0,0,148.8,0.1,0.000672495,Test
549,49,LEGENDA AT JOO CHIAT,2020,4,2020Q4,997,1,211,0.268447837,86,0.9025,1,0,0,153.3,4.5,0.030241935,Test
550,50,LEGENDA AT JOO CHIAT,2021,1,2021Q1,1052.5,2,55.5,0.055667001,87,0.9013,1,0,0,157.1,3.8,0.024787997,Test
551,51,LEGENDA AT JOO CHIAT,2021,2,2021Q2,1142,1,89.5,0.085035629,88,0.9,1,0,0,158.8,1.7,0.010821133,Test
552,52,LEGENDA AT JOO CHIAT,2021,4,2021Q4,1066.5,2,-75.5,-0.066112084,90,0.8975,1,0,0,168.4,8.5,0.053158224,Test
553,53,LEGENDA AT JOO CHIAT,2022,1,2022Q1,1111.5,2,45,0.042194093,91,0.8963,1,0,0,167.9,-0.5,-0.002969121,Test
554,54,LEGENDA AT JOO CHIAT,2022,2,2022Q2,1255,1,143.5,0.129104813,92,0.895,1,0,0,173.9,6,0.035735557,Test
555,55,LEGENDA AT JOO CHIAT,2022,3,2022Q3,1161,1,-94,-0.074900398,93,0.8938,1,0,0,181.6,7.7,0.044278321,Test
556,56,LEGENDA AT JOO CHIAT,2022,4,2022Q4,1305,2,144,0.124031008,94,0.8925,1,0,0,182.1,0.5,0.002753304,Test
557,1,MANDARIN GARDENS,2018,1,2018Q1,1179.5,2,0,0,152,0.812,0,0,0,141.6,6,0.044247788,Train
558,2,MANDARIN GARDENS,2018,2,2018Q2,1201,2,21.5,0.018228063,153,0.8105,0,0,0,146.1,4.5,0.031779661,Train
559,3,MANDARIN GARDENS,2018,4,2018Q4,1030,1,-171,-0.142381349,155,0.8075,0,0,0,146.8,0.7,0.004791239,Train
560,4,MANDARIN GARDENS,2019,1,2019Q1,923,2,-107,-0.103883495,156,0.806,0,0,0,145.2,-1.6,-0.010899183,Train
561,5,MANDARIN GARDENS,2019,2,2019Q2,1016.67,3,93.67,0.101480679,157,0.8045,0,0,0,148.1,2.9,0.019972452,Train
562,6,MANDARIN GARDENS,2019,3,2019Q3,1094.14,7,77.48,0.076206089,158,0.803,0,0,0,150,1.9,0.012829169,Train
563,7,MANDARIN GARDENS,2019,4,2019Q4,988,6,-106.14,-0.097010054,159,0.8015,0,0,0,149.6,-0.4,-0.002666667,Train
564,8,MANDARIN GARDENS,2020,1,2020Q1,962.4,5,-25.6,-0.025910931,160,0.8,1,0,0,148.1,-1.5,-0.010026738,Train
565,9,MANDARIN GARDENS,2020,2,2020Q2,960,3,-2.4,-0.002493766,161,0.7988,1,0,0,148.7,0.6,0.004051317,Train
566,10,MANDARIN GARDENS,2020,3,2020Q3,1017.5,8,57.5,0.059895833,162,0.7975,1,0,0,148.8,0.1,0.000672495,Train
567,11,MANDARIN GARDENS,2020,4,2020Q4,1033.71,7,16.21,0.015935416,163,0.7963,1,0,0,153.3,4.5,0.030241935,Train
568,12,MANDARIN GARDENS,2021,1,2021Q1,1083.5,10,49.79,0.048161968,164,0.795,1,0,0,157.1,3.8,0.024787997,Train
569,13,MANDARIN GARDENS,2021,2,2021Q2,1109.63,8,26.13,0.024111675,165,0.7938,1,0,0,158.8,1.7,0.010821133,Train
570,14,MANDARIN GARDENS,2021,3,2021Q3,1131.56,9,21.93,0.019763934,166,0.7925,1,0,0,159.9,1.1,0.006926952,Train
571,15,MANDARIN GARDENS,2021,4,2021Q4,1200.25,8,68.69,0.060707973,167,0.7913,1,0,0,168.4,8.5,0.053158224,Train
572,16,MANDARIN GARDENS,2022,1,2022Q1,1271.5,10,71.25,0.059362633,168,0.79,1,0,0,167.9,-0.5,-0.002969121,Test
573,17,MANDARIN GARDENS,2022,2,2022Q2,1148.4,5,-123.1,-0.096814786,169,0.7888,1,0,0,173.9,6,0.035735557,Test
574,18,MANDARIN GARDENS,2022,3,2022Q3,1219.75,8,71.35,0.06212992,170,0.7875,1,0,0,181.6,7.7,0.044278321,Test
575,19,MANDARIN GARDENS,2022,4,2022Q4,1227.33,3,7.58,0.006217121,171,0.7863,1,0,0,182.1,0.5,0.002753304,Test
576,1,NEPTUNE COURT,1995,4,1995Q4,453,1,0,0,88,0.9,0,0,0,105.5,7.8,0.079836233,Train
577,2,NEPTUNE COURT,1996,1,1996Q1,431.5,2,-21.5,-0.047461369,89,0.8988,0,0,0,110.8,5.3,0.050236967,Train
578,3,NEPTUNE COURT,1996,2,1996Q2,500.75,4,69.25,0.160486674,90,0.8975,0,0,0,122.2,11.4,0.102888087,Train
579,4,NEPTUNE COURT,1996,3,1996Q3,479.75,4,-21,-0.041937094,91,0.8963,0,0,0,119.9,-2.3,-0.018821604,Train
580,5,NEPTUNE COURT,1996,4,1996Q4,456.67,6,-23.08,-0.048115338,92,0.895,0,0,0,118.8,-1.1,-0.009174312,Train
581,6,NEPTUNE COURT,1997,1,1997Q1,461.5,6,4.83,0.010583942,93,0.8938,0,0,0,111.9,-6.9,-0.058080808,Train
582,7,NEPTUNE COURT,1997,2,1997Q2,443,6,-18.5,-0.040086674,94,0.8925,0,0,0,110.9,-1,-0.00893655,Train
583,8,NEPTUNE COURT,1997,3,1997Q3,434.14,7,-8.86,-0.01999355,95,0.8913,0,0,0,106.2,-4.7,-0.042380523,Train
584,9,NEPTUNE COURT,1997,4,1997Q4,438,5,3.86,0.008884501,96,0.89,0,0,0,102.9,-3.3,-0.031073446,Train
585,10,NEPTUNE COURT,1998,1,1998Q1,401.33,3,-36.67,-0.083713851,97,0.8888,0,0,0,93,-9.9,-0.096209913,Train
586,11,NEPTUNE COURT,1998,2,1998Q2,380.67,3,-20.67,-0.051495017,98,0.8875,0,0,0,85.4,-7.6,-0.08172043,Train
587,12,NEPTUNE COURT,1998,3,1998Q3,317.29,7,-63.38,-0.166499875,99,0.8863,0,0,0,76.8,-8.6,-0.100702576,Train
588,13,NEPTUNE COURT,1998,4,1998Q4,290.5,4,-26.79,-0.084421432,100,0.885,0,0,0,71.2,-5.6,-0.072916667,Train
589,14,NEPTUNE COURT,1999,1,1999Q1,316.22,9,25.72,0.088544655,101,0.8838,0,0,0,75.2,4,0.056179775,Train
590,15,NEPTUNE COURT,1999,2,1999Q2,338.88,16,22.65,0.071635629,102,0.8825,0,0,0,83.5,8.3,0.11037234,Train
591,16,NEPTUNE COURT,1999,3,1999Q3,367.09,11,28.22,0.083263472,103,0.8813,0,0,0,90.4,6.9,0.082634731,Train
592,17,NEPTUNE COURT,1999,4,1999Q4,406.5,4,39.41,0.107355126,104,0.88,0,0,0,95.1,4.7,0.05199115,Train
593,18,NEPTUNE COURT,2000,1,2000Q1,415.57,7,9.07,0.022315937,105,0.8788,0,0,0,98.5,3.4,0.03575184,Train
594,19,NEPTUNE COURT,2000,2,2000Q2,389.5,4,-26.07,-0.062736336,106,0.8775,0,0,0,100.4,1.9,0.01928934,Train
595,20,NEPTUNE COURT,2000,3,2000Q3,385.8,10,-3.7,-0.009499358,107,0.8763,0,0,0,97.7,-2.7,-0.02689243,Train
596,21,NEPTUNE COURT,2000,4,2000Q4,396,5,10.2,0.026438569,108,0.875,0,0,0,94.2,-3.5,-0.035823951,Train
597,22,NEPTUNE COURT,2001,1,2001Q1,361.8,5,-34.2,-0.086363636,109,0.8738,0,0,0,90,-4.2,-0.044585987,Train
598,23,NEPTUNE COURT,2001,2,2001Q2,350.5,4,-11.3,-0.031232725,110,0.8725,0,0,0,89.8,-0.2,-0.002222222,Train
599,24,NEPTUNE COURT,2001,3,2001Q3,331.13,8,-19.38,-0.055278174,111,0.8713,0,0,0,87.3,-2.5,-0.027839644,Train
600,25,NEPTUNE COURT,2001,4,2001Q4,315,1,-16.13,-0.048697622,112,0.87,0,0,0,82.7,-4.6,-0.052691867,Train
601,26,NEPTUNE COURT,2002,1,2002Q1,317.56,9,2.56,0.008112875,113,0.8688,0,0,0,82,-0.7,-0.008464329,Train
602,27,NEPTUNE COURT,2002,2,2002Q2,325.6,5,8.04,0.0253324,114,0.8675,0,0,0,81.4,-0.6,-0.007317073,Train
603,28,NEPTUNE COURT,2002,3,2002Q3,345,4,19.4,0.05958231,115,0.8663,0,0,0,81.6,0.2,0.002457002,Train
604,29,NEPTUNE COURT,2002,4,2002Q4,295,4,-50,-0.144927536,116,0.865,0,0,0,81.3,-0.3,-0.003676471,Train
605,30,NEPTUNE COURT,2003,1,2003Q1,307.5,2,12.5,0.042372881,117,0.8638,0,0,0,80.6,-0.7,-0.008610086,Train
606,31,NEPTUNE COURT,2003,2,2003Q2,300,3,-7.5,-0.024390244,118,0.8625,0,0,0,80.2,-0.4,-0.004962779,Train
607,32,NEPTUNE COURT,2003,3,2003Q3,303.4,5,3.4,0.011333333,119,0.8613,0,0,0,79.9,-0.3,-0.003740648,Train
608,33,NEPTUNE COURT,2003,4,2003Q4,290.17,6,-13.23,-0.043616788,120,0.86,0,0,0,79.9,0,0,Train
609,34,NEPTUNE COURT,2004,1,2004Q1,301,3,10.83,0.037334865,121,0.8585,0,0,0,79.6,-0.3,-0.003754693,Train
610,35,NEPTUNE COURT,2004,2,2004Q2,279.75,4,-21.25,-0.070598007,122,0.857,0,0,0,79.6,0,0,Train
611,36,NEPTUNE COURT,2004,3,2004Q3,305,8,25.25,0.09025916,123,0.8555,0,0,0,79.9,0.3,0.003768844,Train
612,37,NEPTUNE COURT,2004,4,2004Q4,264.5,2,-40.5,-0.132786885,124,0.854,0,0,0,80.8,0.9,0.01126408,Train
613,38,NEPTUNE COURT,2005,1,2005Q1,286,3,21.5,0.081285444,125,0.8518,0,0,0,81.4,0.6,0.007425743,Train
614,39,NEPTUNE COURT,2005,2,2005Q2,306.83,6,20.83,0.072843823,126,0.8495,0,0,0,81.9,0.5,0.006142506,Train
615,40,NEPTUNE COURT,2005,3,2005Q3,312.31,13,5.47,0.017841474,127,0.8473,0,0,0,83.1,1.2,0.014652015,Train
616,41,NEPTUNE COURT,2005,4,2005Q4,330.5,4,18.19,0.058251232,128,0.845,0,0,0,84.4,1.3,0.015643803,Train
617,42,NEPTUNE COURT,2006,1,2006Q1,317.5,4,-13,-0.039334342,129,0.8443,0,0,0,85.7,1.3,0.015402844,Train
618,43,NEPTUNE COURT,2006,2,2006Q2,365.25,4,47.75,0.150393701,130,0.8435,0,0,0,87.2,1.5,0.017502917,Train
619,44,NEPTUNE COURT,2006,3,2006Q3,392.5,4,27.25,0.074606434,131,0.8428,0,0,0,90,2.8,0.032110092,Train
620,45,NEPTUNE COURT,2006,4,2006Q4,431.29,7,38.79,0.098817106,132,0.842,0,0,0,93.8,3.8,0.042222222,Train
621,46,NEPTUNE COURT,2007,1,2007Q1,458.82,11,27.53,0.063838116,133,0.8405,0,0,0,98.8,5,0.053304904,Train
622,47,NEPTUNE COURT,2007,2,2007Q2,728.85,20,270.03,0.588537745,134,0.839,0,0,0,107.1,8.3,0.084008097,Train
623,48,NEPTUNE COURT,2007,3,2007Q3,866.86,22,138.01,0.18935808,135,0.8375,0,0,0,116,8.9,0.083099907,Train
624,49,NEPTUNE COURT,2007,4,2007Q4,807.75,4,-59.11,-0.068192544,136,0.836,0,0,0,124.4,8.4,0.072413793,Train
625,50,NEPTUNE COURT,2008,1,2008Q1,712.67,3,-95.08,-0.117713814,137,0.8345,0,0,0,129,4.6,0.036977492,Train
626,51,NEPTUNE COURT,2008,2,2008Q2,644,4,-68.67,-0.096351731,138,0.833,0,0,0,129,0,0,Train
627,52,NEPTUNE COURT,2008,3,2008Q3,604.4,5,-39.6,-0.061490683,139,0.8315,0,0,0,125.8,-3.2,-0.024806202,Train
628,53,NEPTUNE COURT,2008,4,2008Q4,599,1,-5.4,-0.00893448,140,0.83,0,0,0,117.8,-8,-0.063593005,Train
629,54,NEPTUNE COURT,2009,1,2009Q1,536,3,-63,-0.105175292,141,0.8285,0,0,0,100,-17.8,-0.151103565,Train
630,55,NEPTUNE COURT,2009,2,2009Q2,542.75,8,6.75,0.012593284,142,0.827,0,0,0,95.3,-4.7,-0.047,Train
631,56,NEPTUNE COURT,2009,3,2009Q3,629.38,8,86.63,0.159603869,143,0.8255,0,0,0,110.5,15.2,0.159496327,Train
632,57,NEPTUNE COURT,2009,4,2009Q4,712.73,11,83.35,0.13243658,144,0.824,0,0,0,118.4,7.9,0.071493213,Train
633,58,NEPTUNE COURT,2010,1,2010Q1,697.75,8,-14.98,-0.021014031,145,0.8225,0,0,0,124.3,5.9,0.049831081,Train
634,59,NEPTUNE COURT,2010,2,2010Q2,782.18,11,84.43,0.12100583,146,0.821,0,0,0,130.5,6.2,0.049879324,Train
635,60,NEPTUNE COURT,2010,3,2010Q3,776.88,8,-5.31,-0.006784635,147,0.8195,0,0,0,132.6,2.1,0.016091954,Train
636,61,NEPTUNE COURT,2010,4,2010Q4,776.86,7,-0.02,-2.29859E-05,148,0.818,0,0,0,135,2.4,0.018099548,Train
637,62,NEPTUNE COURT,2011,1,2011Q1,786.5,6,9.64,0.012412652,149,0.8165,0,0,0,137.3,2.3,0.017037037,Train
638,63,NEPTUNE COURT,2011,2,2011Q2,798.9,10,12.4,0.015766052,150,0.815,0,0,0,139.2,1.9,0.01383831,Train
639,64,NEPTUNE COURT,2011,3,2011Q3,825,2,26.1,0.032669921,151,0.8135,0,0,0,140.8,1.6,0.011494253,Train
640,65,NEPTUNE COURT,2011,4,2011Q4,829.4,5,4.4,0.005333333,152,0.812,0,0,0,141.2,0.4,0.002840909,Train
641,66,NEPTUNE COURT,2012,1,2012Q1,794.5,4,-34.9,-0.042078611,153,0.8105,0,0,0,141,-0.2,-0.001416431,Train
642,67,NEPTUNE COURT,2012,2,2012Q2,855.67,6,61.17,0.076987623,154,0.809,0,0,0,141.6,0.6,0.004255319,Train
643,68,NEPTUNE COURT,2012,3,2012Q3,826,8,-29.67,-0.034670822,155,0.8075,0,0,0,142.3,0.7,0.004943503,Train
644,69,NEPTUNE COURT,2012,4,2012Q4,838.5,10,12.5,0.015133172,156,0.806,0,0,0,144.8,2.5,0.017568517,Train
645,70,NEPTUNE COURT,2013,1,2013Q1,799.33,9,-39.17,-0.046710396,157,0.8045,0,0,0,145.9,1.1,0.007596685,Train
646,71,NEPTUNE COURT,2013,2,2013Q2,831.33,6,32,0.040033361,158,0.803,0,0,0,148,2.1,0.01439342,Train
647,72,NEPTUNE COURT,2013,3,2013Q3,839.44,9,8.11,0.00975675,159,0.8015,0,0,0,148.9,0.9,0.006081081,Train
648,73,NEPTUNE COURT,2013,4,2013Q4,752.67,3,-86.78,-0.103375248,160,0.8,0,0,0,147.6,-1.3,-0.008730692,Train
649,74,NEPTUNE COURT,2014,2,2014Q2,804.67,6,52,0.069087688,162,0.7975,0,0,0,144.5,-1.2,-0.008236102,Train
650,75,NEPTUNE COURT,2014,3,2014Q3,751.5,2,-53.17,-0.066072908,163,0.7963,0,0,0,143.9,-0.6,-0.004152249,Train
651,76,NEPTUNE COURT,2014,4,2014Q4,738.67,3,-12.83,-0.017076957,164,0.795,0,0,0,142.5,-1.4,-0.009728978,Train
652,77,NEPTUNE COURT,2015,2,2015Q2,709.75,4,-28.92,-0.039147112,166,0.7925,0,0,0,139.8,-1.1,-0.007806955,Train
653,78,NEPTUNE COURT,2015,3,2015Q3,763.4,5,53.65,0.075589996,167,0.7913,0,0,0,137.7,-2.1,-0.015021459,Train
654,79,NEPTUNE COURT,2015,4,2015Q4,697.5,4,-65.9,-0.086324338,168,0.79,0,0,0,137.4,-0.3,-0.002178649,Train
655,80,NEPTUNE COURT,2016,1,2016Q1,736.4,5,38.9,0.055770609,169,0.7888,0,0,0,136.6,-0.8,-0.005822416,Train
656,81,NEPTUNE COURT,2016,3,2016Q3,671.33,3,-65.07,-0.088357777,171,0.7863,0,0,0,134.9,-1.6,-0.011721612,Train
657,82,NEPTUNE COURT,2016,4,2016Q4,687.67,6,16.33,0.024329692,172,0.785,0,0,0,133.8,-1.1,-0.008154188,Train
658,83,NEPTUNE COURT,2017,1,2017Q1,704,4,16.33,0.023751818,173,0.7835,0,0,0,133.8,0,0,Train
659,84,NEPTUNE COURT,2017,2,2017Q2,702.82,11,-1.18,-0.001678719,174,0.782,0,0,0,133.7,-0.1,-0.000747384,Train
660,85,NEPTUNE COURT,2017,3,2017Q3,716.9,10,14.08,0.020036218,175,0.7805,0,0,0,134.5,0.8,0.005983545,Test
661,86,NEPTUNE COURT,2017,4,2017Q4,784.86,14,67.96,0.094793057,176,0.779,0,0,0,135.6,1.1,0.008178439,Test
662,87,NEPTUNE COURT,2018,1,2018Q1,833.8,10,48.94,0.062358937,177,0.7775,0,0,0,141.6,6,0.044247788,Test
663,88,NEPTUNE COURT,2018,2,2018Q2,907.17,18,73.37,0.087990725,178,0.776,0,0,0,146.1,4.5,0.031779661,Test
664,89,NEPTUNE COURT,2018,3,2018Q3,889.67,3,-17.5,-0.019290832,179,0.7745,0,0,0,146.1,0,0,Test
665,90,NEPTUNE COURT,2018,4,2018Q4,943.33,3,53.67,0.060322218,180,0.773,0,0,0,146.8,0.7,0.004791239,Test
666,91,NEPTUNE COURT,2019,1,2019Q1,927,2,-16.33,-0.017314488,181,0.7715,0,0,0,145.2,-1.6,-0.010899183,Test
667,92,NEPTUNE COURT,2019,2,2019Q2,961.33,3,34.33,0.037037037,182,0.77,0,0,0,148.1,2.9,0.019972452,Test
668,93,NEPTUNE COURT,2019,3,2019Q3,856.75,4,-104.58,-0.108789875,183,0.7685,0,0,0,150,1.9,0.012829169,Test
669,94,NEPTUNE COURT,2019,4,2019Q4,905.67,3,48.92,0.057095613,184,0.767,0,0,0,149.6,-0.4,-0.002666667,Test
670,95,NEPTUNE COURT,2020,1,2020Q1,795,1,-110.67,-0.122193596,185,0.7658,1,0,0,148.1,-1.5,-0.010026738,Test
671,96,NEPTUNE COURT,2020,2,2020Q2,871.33,3,76.33,0.096016771,186,0.7645,1,0,0,148.7,0.6,0.004051317,Test
672,97,NEPTUNE COURT,2020,3,2020Q3,798.67,6,-72.67,-0.083397093,187,0.7633,1,0,0,148.8,0.1,0.000672495,Test
673,98,NEPTUNE COURT,2020,4,2020Q4,854,9,55.33,0.069282137,188,0.762,1,0,0,153.3,4.5,0.030241935,Test
674,99,NEPTUNE COURT,2021,1,2021Q1,878.71,7,24.71,0.028939445,189,0.7608,1,0,0,157.1,3.8,0.024787997,Test
675,100,NEPTUNE COURT,2021,2,2021Q2,871.17,6,-7.55,-0.008589389,190,0.7595,1,0,0,158.8,1.7,0.010821133,Test
676,101,NEPTUNE COURT,2021,3,2021Q3,934.11,9,62.94,0.072253045,191,0.7583,1,0,0,159.9,1.1,0.006926952,Test
677,102,NEPTUNE COURT,2021,4,2021Q4,934.2,5,0.09,9.51588E-05,192,0.757,1,0,0,168.4,8.5,0.053158224,Test
678,103,NEPTUNE COURT,2022,1,2022Q1,987.33,3,53.13,0.056875758,193,0.7558,1,0,0,167.9,-0.5,-0.002969121,Test
679,104,NEPTUNE COURT,2022,2,2022Q2,994.09,11,6.76,0.00684427,194,0.7545,1,0,0,173.9,6,0.035735557,Test
680,105,NEPTUNE COURT,2022,3,2022Q3,1021.67,3,27.58,0.027739674,195,0.7533,1,0,0,181.6,7.7,0.044278321,Test
681,106,NEPTUNE COURT,2022,4,2022Q4,989.17,6,-32.5,-0.031810767,196,0.752,1,0,0,182.1,0.5,0.002753304,Test
682,1,PEBBLE BAY,2018,1,2018Q1,1584,1,0,0,104,0.88,0,1,0,141.6,6,0.044247788,Train
683,2,PEBBLE BAY,2018,2,2018Q2,1418.29,7,-165.71,-0.104617605,105,0.8788,0,1,0,146.1,4.5,0.031779661,Train
684,3,PEBBLE BAY,2018,3,2018Q3,1260.6,5,-157.69,-0.1111805,106,0.8775,0,1,0,146.1,0,0,Train
685,4,PEBBLE BAY,2018,4,2018Q4,1271,3,10.4,0.00825004,107,0.8763,0,1,0,146.8,0.7,0.004791239,Train
686,5,PEBBLE BAY,2019,1,2019Q1,1703.33,3,432.33,0.340152111,108,0.875,0,1,0,145.2,-1.6,-0.010899183,Train
687,6,PEBBLE BAY,2019,2,2019Q2,1528.33,3,-175,-0.102739726,109,0.8738,0,1,0,148.1,2.9,0.019972452,Train
688,7,PEBBLE BAY,2019,4,2019Q4,1469.33,3,-59,-0.038604144,111,0.8713,0,1,0,149.6,-0.4,-0.002666667,Train
689,8,PEBBLE BAY,2020,1,2020Q1,1656,1,186.67,0.127041742,112,0.87,1,1,0,148.1,-1.5,-0.010026738,Train
690,9,PEBBLE BAY,2020,2,2020Q2,1541,2,-115,-0.069444444,113,0.8688,1,1,0,148.7,0.6,0.004051317,Train
691,10,PEBBLE BAY,2020,3,2020Q3,1474,5,-67,-0.043478261,114,0.8675,1,1,0,148.8,0.1,0.000672495,Train
692,11,PEBBLE BAY,2020,4,2020Q4,1497,3,23,0.015603799,115,0.8663,1,1,0,153.3,4.5,0.030241935,Train
693,12,PEBBLE BAY,2021,1,2021Q1,1419.83,6,-77.17,-0.05154754,116,0.865,1,1,0,157.1,3.8,0.024787997,Train
694,13,PEBBLE BAY,2021,2,2021Q2,1489.78,9,69.94,0.049262433,117,0.8638,1,1,0,158.8,1.7,0.010821133,Train
695,14,PEBBLE BAY,2021,3,2021Q3,1435.43,7,-54.35,-0.036481418,118,0.8625,1,1,0,159.9,1.1,0.006926952,Train
696,15,PEBBLE BAY,2021,4,2021Q4,1592.57,7,157.14,0.109474522,119,0.8613,1,1,0,168.4,8.5,0.053158224,Train
697,16,PEBBLE BAY,2022,1,2022Q1,1572.43,7,-20.14,-0.012648009,120,0.86,1,1,0,167.9,-0.5,-0.002969121,Test
698,17,PEBBLE BAY,2022,2,2022Q2,1602.25,4,29.82,0.018965204,121,0.8585,1,1,0,173.9,6,0.035735557,Test
699,18,PEBBLE BAY,2022,3,2022Q3,1676.57,7,74.32,0.046385663,122,0.857,1,1,0,181.6,7.7,0.044278321,Test
700,19,PEBBLE BAY,2022,4,2022Q4,1707.75,4,31.18,0.018596626,123,0.8555,1,1,0,182.1,0.5,0.002753304,Test
701,1,RIVEREDGE,2009,1,2009Q1,735.5,2,0,0,28,0.952,0,0,0,100,-17.8,-0.151103565,Train
702,2,RIVEREDGE,2009,2,2009Q2,786,5,50.5,0.068660775,29,0.9515,0,0,0,95.3,-4.7,-0.047,Train
703,3,RIVEREDGE,2009,3,2009Q3,874,2,88,0.111959288,30,0.951,0,0,0,110.5,15.2,0.159496327,Train
704,4,RIVEREDGE,2009,4,2009Q4,996,9,122,0.139588101,31,0.9505,0,0,0,118.4,7.9,0.071493213,Train
705,5,RIVEREDGE,2010,1,2010Q1,1091.91,11,95.91,0.096294268,32,0.95,0,0,0,124.3,5.9,0.049831081,Train
706,6,RIVEREDGE,2010,2,2010Q2,1182.22,9,90.31,0.082711218,33,0.9495,0,0,0,130.5,6.2,0.049879324,Train
707,7,RIVEREDGE,2010,3,2010Q3,1248.83,6,66.61,0.056343985,34,0.949,0,0,0,132.6,2.1,0.016091954,Train
708,8,RIVEREDGE,2011,1,2011Q1,1252,1,3.17,0.0025357,36,0.948,0,0,0,137.3,2.3,0.017037037,Train
709,9,RIVEREDGE,2011,2,2011Q2,1208.67,3,-43.33,-0.034611289,37,0.9475,0,0,0,139.2,1.9,0.01383831,Train
710,10,RIVEREDGE,2011,3,2011Q3,1293,3,84.33,0.069773855,38,0.947,0,0,0,140.8,1.6,0.011494253,Train
711,11,RIVEREDGE,2011,4,2011Q4,1357.25,4,64.25,0.049690642,39,0.9465,0,0,0,141.2,0.4,0.002840909,Train
712,12,RIVEREDGE,2012,1,2012Q1,1291,2,-66.25,-0.048811936,40,0.946,0,0,0,141,-0.2,-0.001416431,Train
713,13,RIVEREDGE,2012,2,2012Q2,1189.5,2,-101.5,-0.078621224,41,0.9453,0,0,0,141.6,0.6,0.004255319,Train
714,14,RIVEREDGE,2012,3,2012Q3,1220.33,3,30.83,0.025921255,42,0.9445,0,0,0,142.3,0.7,0.004943503,Train
715,15,RIVEREDGE,2012,4,2012Q4,1218.33,3,-2,-0.001638896,43,0.9438,0,0,0,144.8,2.5,0.017568517,Train
716,16,RIVEREDGE,2013,1,2013Q1,1469.5,2,251.17,0.206155951,44,0.943,0,0,0,145.9,1.1,0.007596685,Train
717,17,RIVEREDGE,2013,2,2013Q2,1244,1,-225.5,-0.153453556,45,0.9423,0,0,0,148,2.1,0.01439342,Train
718,18,RIVEREDGE,2013,3,2013Q3,1417,1,173,0.139067524,46,0.9415,0,0,0,148.9,0.9,0.006081081,Train
719,19,RIVEREDGE,2013,4,2013Q4,1379,1,-38,-0.026817219,47,0.9408,0,0,0,147.6,-1.3,-0.008730692,Train
720,20,RIVEREDGE,2014,1,2014Q1,1223,2,-156,-0.113125453,48,0.94,0,0,0,145.7,-1.9,-0.012872629,Train
721,21,RIVEREDGE,2014,4,2014Q4,1295.6,5,72.6,0.059362224,51,0.937,0,0,0,142.5,-1.4,-0.009728978,Train
722,22,RIVEREDGE,2015,1,2015Q1,1339,1,43.4,0.033497993,52,0.936,0,0,0,140.9,-1.6,-0.01122807,Train
723,23,RIVEREDGE,2015,2,2015Q2,1296,3,-43,-0.032113518,53,0.9353,0,0,0,139.8,-1.1,-0.007806955,Train
724,24,RIVEREDGE,2015,4,2015Q4,1228.5,2,-67.5,-0.052083333,55,0.9338,0,0,0,137.4,-0.3,-0.002178649,Train
725,25,RIVEREDGE,2016,3,2016Q3,1391,2,162.5,0.132275132,58,0.931,0,0,0,134.9,-1.6,-0.011721612,Train
726,26,RIVEREDGE,2017,2,2017Q2,1340,1,-51,-0.03666427,61,0.9283,0,0,0,133.7,-0.1,-0.000747384,Train
727,27,RIVEREDGE,2017,3,2017Q3,1293,1,-47,-0.035074627,62,0.9275,0,0,0,134.5,0.8,0.005983545,Train
728,28,RIVEREDGE,2017,4,2017Q4,1358,2,65,0.050270688,63,0.9268,0,0,0,135.6,1.1,0.008178439,Train
729,29,RIVEREDGE,2018,1,2018Q1,1340.8,5,-17.2,-0.012665685,64,0.926,0,0,0,141.6,6,0.044247788,Train
730,30,RIVEREDGE,2018,2,2018Q2,1410,2,69.2,0.051610979,65,0.925,0,0,0,146.1,4.5,0.031779661,Train
